Paper ,Title,Country,Lat,Long
4,"Responses of Soybean Genotypes to Different Nitrogen and Phosphorus Sources: Impacts on Yield Components, Seed Yield, and Seed Protein",Philippines,12.5657? N,104.9910? E
4,"Responses of Soybean Genotypes to Different Nitrogen and Phosphorus Sources: Impacts on Yield Components, Seed Yield, and Seed Protein",Philippines,12.5657? N,104.9910? E
4,"Responses of Soybean Genotypes to Different Nitrogen and Phosphorus Sources: Impacts on Yield Components, Seed Yield, and Seed Protein",Philippines,12.5657? N,104.9910? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
5,"Effect of irrigation regime on yield, harvest index and water productivity of ...",Serbia,44?52? N,20?20? E
6,"Planting time and variety effects on biomass, harvest index, and",USA,33.4647? N,90.5478? W
6,yield of irrigated soybean in mid-Southern United States,USA,33.4647? N,90.5478? W
6,"Planting time and variety effects on biomass, harvest index, and",USA,33.4647? N,90.5478? W
6,yield of irrigated soybean in mid-Southern United States,USA,33.4647? N,90.5478? W
6,"Planting time and variety effects on biomass, harvest index, and",USA,33.4647? N,90.5478? W
6,yield of irrigated soybean in mid-Southern United States,USA,33.4647? N,90.5478? W
6,"Planting time and variety effects on biomass, harvest index, and",USA,33.4647? N,90.5478? W
6,yield of irrigated soybean in mid-Southern United States,USA,33.4647? N,90.5478? W
7,"Effect of varieties and population of intercropped soybean with maize on yield and yield components at Haro Sabu, Western Ethiopia",Ethiopia,8.4175? N,34.7361? E
7,"Effect of varieties and population of intercropped soybean with maize on yield and yield components at Haro Sabu, Western Ethiopia",Ethiopia,8.4175? N,34.7361? E
7,"Effect of varieties and population of intercropped soybean with maize on yield and yield components at Haro Sabu, Western Ethiopia",Ethiopia,8.4175? N,34.7361? E
7,"Effect of varieties and population of intercropped soybean with maize on yield and yield components at Haro Sabu, Western Ethiopia",Ethiopia,8.4175? N,34.7361? E
7,"Effect of varieties and population of intercropped soybean with maize on yield and yield components at Haro Sabu, Western Ethiopia",Ethiopia,8.4175? N,34.7361? E
7,"Effect of varieties and population of intercropped soybean with maize on yield and yield components at Haro Sabu, Western Ethiopia",Ethiopia,8.4175? N,34.7361? E
7,"Effect of varieties and population of intercropped soybean with maize on yield and yield components at Haro Sabu, Western Ethiopia",Ethiopia,8.4175? N,34.7361? E
7,"Effect of varieties and population of intercropped soybean with maize on yield and yield components at Haro Sabu, Western Ethiopia",Ethiopia,8.4175? N,34.7361? E
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
8,Physiological Plant Response Differences among High- and Average-Yield Soybean Areas in Arkansas,USA,34.7465? N,92.2896? W
9,Both biomass accumulation and harvest index drive the yield improvements in soybean at high and low phosphorus in south-west China,China,26.8154? N,106.8744? E
9,Both biomass accumulation and harvest index drive the yield improvements in soybean at high and low phosphorus in south-west China,China,26.8154? N,106.8744? E
10,Stability of Soybean Harvest Index?,USA,26.8154? N,106.8744? E
10,Stability of Soybean Harvest Index?,USA,26.8154? N,106.8744? E
10,Stability of Soybean Harvest Index?,USA,26.8154? N,106.8744? E
10,Stability of Soybean Harvest Index?,USA,26.8154? N,106.8744? E
10,Stability of Soybean Harvest Index?,USA,26.8154? N,106.8744? E
10,Stability of Soybean Harvest Index?,USA,26.8154? N,106.8744? E
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
11,Soybean Biomass and Nitrogen Accumulation Rates and Radiation Use Efficiency in a Maximum Yield Environment,USA,36.8408? N,94.2556? W
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
13,influences of different planting times on harvest index and yie;d determination factors in soybean,Korea,37.5901? N,127.0020? E
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.7984? N,81.9351? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,41.1269? N,83.6817? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
14,Effect of Cultivar and Planting Pattern on Yield and Apparent Harvest index in soybean,USA,40.2592? N,82.5523? W
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
15,"Dry matter accumulation, harvest index and yield of soybean in response to planting time",Korea,37.5901? N,127.0020? E
16,Soybean Yield Response to Narrow Rows Is Largely due to Enhanced Early Growth,USA,40? N,88.2073? W
16,Soybean Yield Response to Narrow Rows Is Largely due to Enhanced Early Growth,USA,40? N,88.2073? W
16,Soybean Yield Response to Narrow Rows Is Largely due to Enhanced Early Growth,USA,40? N,88.2073? W
16,Soybean Yield Response to Narrow Rows Is Largely due to Enhanced Early Growth,USA,40? N,88.2073? W
16,Soybean Yield Response to Narrow Rows Is Largely due to Enhanced Early Growth,USA,40? N,88.2073? W
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
17,The effects of increased temperature on crop growth and yield of soybean grown in a temperature gradient chamber,Japan,35.0? N ,135.5?6E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
18,Assessment of Yield and Yield Component of Soybean Genotypes in north of Khuzestan,Iran,32.0389? N,48.4056? E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
19,Soybean Seed Yield Performances under Different Cultural practices,Turkey,40?15?29?N,28?53?39?E
20,Assimilatory Capacity Effects on Soybean Yield Componentsand Pod Numbe,USA,30.6954? N,91.1390? W
20,Assimilatory Capacity Effects on Soybean Yield Componentsand Pod Numbe,USA,30.6954? N,91.1390? W
20,Assimilatory Capacity Effects on Soybean Yield Componentsand Pod Numbe,USA,30.6954? N,91.1390? W
20,Assimilatory Capacity Effects on Soybean Yield Componentsand Pod Numbe,USA,30.6954? N,91.1390? W
20,Assimilatory Capacity Effects on Soybean Yield Componentsand Pod Numbe,USA,30.6954? N,91.1390? W
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
21,"Biomass, Harvest Index and Yield in Relation to changes in photo-thermal regims in soybean(Glycine max L. Merrill.) genotypes",India,31.1040? N,75.1469? E
